-122.884006036982, 44.300836472172, 872.801
-122.917498453426, 44.2983630056843, 705.872
-123.352620249071, 44.6300323756203, 655.951
-122.945096123394, 44.3159021316877, 651.141
-122.863386211886, 44.3991005499089, 647.714
-123.349137781817, 44.6723061665003, 642.967
-123.399985665452, 44.6325058421079, 636.768
-123.377504313488, 44.6423997080586, 606.802
-122.884958674036, 44.4335042201463, 592.47
-123.314872588372, 44.6792768447836, 583.506
-122.870924375529, 44.3165767134571, 561.756
-123.371503446064, 44.6124932496169, 556.594
-123.348271598649, 44.6943425042994, 553.957
-122.92071774833, 44.4224860512468, 517.388
-123.405008514915, 44.6534178769581, 513.658
-123.314233220953, 44.6232865579266, 497.945
-122.970956088685, 44.4418240619685, 495.455
-123.351664627645, 44.6500449681113, 495.816
-122.850736860197, 44.3824608662647, 494.303
-122.915063164274, 44.4449721102255, 480.459
-122.810159363259, 44.3982011075498, 476.943
-123.290870968229, 44.6898452925036, 475.378
-123.270876532919, 44.6466720592645, 461.714
-122.941593395866, 44.45081848556, 455.458
-122.860770224782, 44.4209120271183, 454.515
-122.845161814714, 44.3057834051473, 445.187
-123.413194107602, 44.6115938072577, 435.06
-122.854257437544, 44.439125734891, 431.953
-123.42922659014, 44.3449091477702, 432.379
-122.960122571051, 44.5050098876986, 435.825
-122.951558438615, 44.4123673247064, 427.622
-122.901796218146, 44.4674581692042, 430.475
-122.864987817035, 44.3408616571541, 428.329
-122.970033233206, 44.3082568716349, 430.481
-122.811559444465, 44.3275948823566, 418.431
-122.906677975064, 44.3500809413353, 418.912
-123.390989769591, 44.6783774024245, 412.378
-123.367406784334, 44.5940546812543, 403.271
-122.897521428247, 44.32399711292, 393.707
-122.840909054877, 44.4550908367659, 391.663
-123.424232193789, 44.4200125847591, 397.364
-122.940010704926, 44.3350152818196, 390.262
-122.8348691306, 44.4015740163966, 396.475
-123.305717104288, 44.6558913434458, 382.404
-122.825780344682, 44.2940906544784, 381.035
-123.004161737974, 44.3248965552792, 376.313
-122.964926290256, 44.3383881906664, 374.863
-123.405057471365, 44.3808868421362, 377.566
-123.257461228977, 44.6633117429088, 374.378
-122.87494873392, 44.5265965043182, 369.165
-123.367554267184, 44.5758409734816, 360.755
-123.35577157553, 44.4184385606306, 356.445
-123.293240419944, 44.6374527750832, 348.462
-122.819189603073, 44.5315434372935, 352.639
-123.422526441408, 44.3950530592927, 337.407
-123.338296454516, 44.7100827455844, 404.624
-123.430729764748, 44.5416621638339, 330.583
-122.895760578963, 44.3982011075498, 329.595
-123.380048576291, 44.6950170860687, 336.575
-122.878217642549, 44.3781885150587, 325.71
-122.84656828733, 44.5450350726807, 325.718
-123.422666478044, 44.2925166303498, 317.633
-123.399150335217, 44.4141662094247, 317.861
-123.429279376609, 44.4643101209472, 317.844
-122.885914380583, 44.4483450190723, 419.612
